ID,dataset,split-role,split-choice,animacy of term,sentence,AMR,UMR,notes,Animacy Recognition,Named Entity
part10,amr-release-3.0-amrs-fables.txt,:part,:part,,"The Monkey came with the rest and presented, with all a mother's tenderness, a flat-nosed, hairless, ill-featured young Monkey as a candidate for the promised reward.","# ::id qmul-short_0001.2 ::date 2017-11-03T20:34:57 ::annotator SDL-AMR-09 ::preferred
# ::snt The Monkey came with the rest and presented, with all a mother's tenderness, a flat-nosed, hairless, ill-featured young Monkey as a candidate for the promised reward.
# ::save-date Mon Nov 27, 2017 ::file qmul-short_0001_2.txt
(a / and
      :op1 (c / come-01
            :ARG1 (m3 / monkey)
            :accompanier (r / rest))
      :op2 (p2 / present-01
            :ARG0 m3
            :ARG1 (m2 / monkey
                  :mod (y / young)
                  :part (n / nose
                        :ARG1-of (f2 / flat-06))
                  :ARG0-of (h2 / have-03 :polarity -
                        :ARG1 (h3 / hair))
                  :mod (f / feature
                        :ARG1-of (i3 / ill-02)))
            :ARG3 (c2 / candidate
                  :purpose (r2 / reward-01
                        :ARG2-of (p / promise-01)))
            :manner (t / tender
                  :domain (m / mother)
                  :mod (a3 / all))))",,,* redundancy due to combining different parsers.,"[{'MISC': 'Monkey'}, {'PER': 'Monkey'}, {'B_animal': 'Monkey'}, {'B_human': 'mother'}, {'B_animal': 'Monkey'}, {'B_human': 'candidate'}],"
consist1,amr-release-3.0-amrs-guidelines.txt,:consist-of,:material,,I saw a cloud of dust .,"# ::id isi_0002.27 ::date 2012-06-02T15:20:45 ::annotator ISI-AMR-01 ::preferred
# ::snt I saw a cloud of dust .
# ::save-date Sat Jun 2, 2012 ::file isi_0002_27.txt
(s / see-01
      :ARG0 (i / i)
      :ARG1 (c / cloud
            :consist-of (d / dust)))","# ::snt I saw a cloud of dust .
(s32s / see-01
  :experiencer (s32i / i
          :refer-person 1st
          :refer-number Singular)
  :stimulus (s32c / cloud
          :material (s32d / dust)))",,,"[{'PER': 'I'}],"
consist2,amr-release-3.0-amrs-guidelines.txt,:consist-of,:group,,A team of researchers made a discovery .,"# ::id isi_0002.28 ::date 2012-06-02T15:21:20 ::annotator ISI-AMR-01 ::preferred
# ::snt A team of researchers made a discovery .
# ::save-date Sat Jun 2, 2012 ::file isi_0002_28.txt
(d / discover-01
      :ARG0 (t / team
            :consist-of (p / person
                  :ARG0-of (r / research-01))))","# ::snt A team of researchers made a discovery .
(s33d / discover-01
  :actor (s33t / team
          :group (s33r / researcher))
  :undergoer (s33t2 / thing))",,,"[{'B_human': 'researchers'}],"
consist3,amr-release-3.0-amrs-guidelines.txt,:consist-of,:material,,a ring of gold,"# ::id isi_0002.79 ::date 2012-07-03T11:00:24 ::annotator ISI-AMR-01 ::preferred
# ::snt a ring of gold
# ::save-date Tue Jul 3, 2012 ::file isi_0002_79.txt
(r / ring
      :consist-of (g / gold))","# ::snt a ring of gold
(s34e / exist-01
  :undergoer (s34r / ring
          :material (s34g / gold)))",,,"[],"
consist4,amr-release-3.0-amrs-guidelines.txt,:consist-of,:group,,The children's choir sang beautifully.,"# ::id isi_0002.479 ::date 2014-05-07T16:09:57 ::annotator ISI-AMR-01 ::preferred
# ::snt The children's choir sang beautifully.
# ::save-date Sat Jul 25, 2015 ::file isi_0002_479.txt
(s / sing-01
      :ARG0 (c / choir
            :consist-of (c2 / child))
      :ARG1-of (b / beautiful-02))","# ::snt The children's choir sang beautifully.
(s35s / sing-01
  :actor (s35c / choir
          :group (s35c2 / child))
  :mod (s35b / beautiful))",,,"[],"
consist5,amr-release-3.0-amrs-guidelines.txt,:consist-of,:material,,the eXchanger Inhibitory Peptide (XIP) region (residues 251-271) of NCX1,"# ::id isi_0002.929 ::date 2018-01-06T23:33:51 ::annotator ISI-AMR-01 ::preferred
# ::snt the eXchanger Inhibitory Peptide (XIP) region (residues 251-271) of NCX1
# ::save-date Sun Jan 7, 2018 ::file isi_0002_929.txt
(p / protein-segment :wiki - :name (n / name :op1 ""eXchanger"" :op2 ""Inhibitory"" :op3 ""Peptide"")
      :consist-of (r / residue
            :mod (v / value-interval :op1 251 :op2 271)
            :part-of (p2 / protein :wiki ""Sodium-calcium_exchanger"" :name (n2 / name :op1 ""NCX1""))))","# ::snt the eXchanger Inhibitory Peptide (XIP) region (residues 251-271) of NCX1
(s36p / protein-segment
  :name (s36n / name
          :op1 ""eXchanger""
          :op2 ""Inhibitory""
          :op3 ""Peptide"")
  :Material-of (s36r / residue
                 :mod (s36v / value-interval
                        :op1 251
                        :op2 271)
                 :Part-of (s36p2 / protein
                            :name (s36n2 / name
                                    :op1 ""NCX1""))))",,,"[{'MISC': 'e'}, {'MISC': 'In'}, {'MISC': 'ory Peptide'}, {'MISC': 'NC'}],"
consist6,amr-release-3.0-amrs-consensus.txt,:consist-of,:material,,"Workers described `` clouds of blue dust '' that hung over parts of the factory , even though exhaust fans ventilated the area .","# ::id nw.wsj_0003.27 ::date 2012-05-26T20:23:14 ::annotator ISI-AMR-01 ::preferred
# ::snt Workers described `` clouds of blue dust '' that hung over parts of the factory , even though exhaust fans ventilated the area .
# ::save-date Fri May 9, 2014 ::file nw_wsj_0003_27.txt
(d / describe-01
      :ARG0 (p / person
            :ARG0-of (w / work-01))
      :ARG1 (c3 / cloud
            :consist-of (d3 / dust
                  :mod (b2 / blue))
            :ARG1-of (h / hang-01
                  :location (o / over
                        :op1 (t / thing
                              :part-of (f / factory)))
                  :concession (v / ventilate-01
                        :ARG0 (f2 / fan
                              :mod (e / exhaust))
                        :ARG1 (a / area)))))","# ::snt Workers described `` clouds of blue dust '' that hung over parts of the factory , even though exhaust fans ventilated the area .

(s37d / describe-01
  :undergoer (s37c / cloud-01
          :material (s37d2 / dust
                      :mod (s37b / blue))
          :place (s37h / hang-01
                   :place (s37o / over
                            :op1 (s37t / thing)
                            :Part-of (s37f / factory))
                   :concession (s37v / ventilate-01
                                 :force (s37f2 / fans
                                          :mod ""exhaust"")
                                 :undergoer (s37a / area))))
  :actor (s37p / person
           :Group-of (s37w / work)))",,,"[{'B_human': 'Workers'}],"
consist7,amr-release-3.0-amrs-dfb.txt,:consist-of,:group,,"Rush, Levin, Hannity, Savage etc all said Romney was the conservative candidate.","# ::id bolt-eng-DF-170-181103-8881981_0040.4 ::date 2015-12-03T04:21:21 ::annotator LDC-AMR-14 ::preferred
# ::snt Rush, Levin, Hannity, Savage etc all said Romney was the conservative candidate.
# ::save-date Thu Dec 3, 2015 ::file bolt-eng-DF-170-181103-8881981_0040_4.txt
(s / say-01
      :ARG0 (a / all
            :consist-of (a2 / and
                  :op1 (p2 / person :wiki ""Rush_Limbaugh""
                        :name (n2 / name :op1 ""Rush""))
                  :op2 (p3 / person :wiki ""Mark_Levin""
                        :name (n3 / name :op1 ""Levin""))
                  :op3 (p4 / person :wiki ""Sean_Hannity""
                        :name (n4 / name :op1 ""Hannity""))
                  :op4 (p5 / person :wiki ""Michael_Savage""
                        :name (n5 / name :op1 ""Savage""))
                  :op5 (e / et-cetera)))
      :ARG1 (c / candidate
            :mod (c2 / conservative)
            :domain (p / person :wiki ""Mitt_Romney""
                  :name (n / name :op1 ""Romney""))))","# ::snt Rush, Levin, Hannity, Savage etc all said Romney was the conservative candidate.
(s38s / say-01
  :undergoer (s38c / candidate
          :name (s38p3 / person)
          :name ""Mitt-Romney""
          :mod (s38c2 / conservative))
  :actor (s38a / all
           :group (s38p / politician
                    :op1 (s38i2 / individual-person
                           :name (s38n / name
                                   :op1 ""Rush""
                                   :op2 ""Limbaugh""))
                    :op2 (s38i3 / individual-person
                           :name (s38n2 / name
                                   :op1 ""mark""
                                   :op2 ""levin""))
                    :op3 (s38i4 / individual-person
                           :name (s38n3 / name
                                   :op1 ""Sean""
                                   :op2 ""Hannity""))
                    :op4 (s38i5 / individual-person
                           :name (s38n4 / name
                                   :op1 ""Michael""
                                   :op2 ""Savage""))
                    :op5 (s38p2 / person))))",,,"[{'PER': 'Rush'}, {'PER': 'Levin'}, {'PER': 'Hannity'}, {'PER': 'Savage'}, {'PER': 'Romney'}, {'B_human': 'candidate'}],"
consist8,amr-release-3.0-amrs-proxy.txt,:consist-of,:material,,"South Koreans rallied on January 11, 2002 in support of their right to eat dog meat.","# ::id PROXY_AFP_ENG_20020111_0093.4 ::date 2013-05-08T13:52:31 ::snt-type summary ::annotator LDC-AMR-14 ::preferredc# ::snt South Koreans rallied on January 11, 2002 in support of their right to eat dog meat.
# ::save-date Wed Apr 29, 2015 ::file PROXY_AFP_ENG_20020111_0093_4.txt
(r / rally-01
      :ARG1 (p / person
            :source (c / country :wiki ""South_Korea"" :name (n / name :op1 ""South"" :op2 ""Korea"")))
      :ARG2 (s / support-01
            :ARG0 p
            :ARG1 (r2 / right-05
                  :ARG1 p
                  :ARG2 (e / eat-01
                        :ARG0 p
                        :ARG1 (m / meat
                              :consist-of (d2 / dog)))))
      :time (d / date-entity :year 2002 :month 1 :day 11))","# ::snt South Koreans rallied on January 11, 2002 in support of their right to eat dog meat.
(s39r / rally-01
  :actor (s39p / person
          :group (s39c / country
                   :name (s39n / name
                           :op1 ""South""
                           :op2 ""Korea"")))
  :undergoer (s39s / support-01
          :undergoer (s39e / eat-01
                  :actor (s39p)
                  :undergoer (s39m / meat
                               :material (s39d2 / dog)))
          :actor (s39p))
  :time (s39d / date-entity
          :year 2002
          :month (s39j / january)
          :day 11))",,*dog as a modifier of meat is not animate?,"[{'MISC': 'South Koreans'}, {'B_animal': 'dog'}],"
consist9,amr-release-3.0-amrs-proxy.txt,:consist-of,:group,,Religious extremism continues in Pakistan despite the banning of militant groups.,"# ::id PROXY_AFP_ENG_20020115_0320.4 ::date 2013-05-09T16:03:16 ::snt-type summary ::annotator LDC-AMR-14 ::preferred
# ::snt Religious extremism continues in Pakistan despite the banning of militant groups.
# ::save-date Thu May 9, 2013 ::file PROXY_AFP_ENG_20020115_0320_4.txt
(c / continue-01
      :ARG1 (e / extremism
            :mod (r / religion))
      :location (c2 / country :wiki ""Pakistan""
            :name (n / name :op1 ""Pakistan""))
      :concession (b / ban-01
            :ARG1 (g / group
                  :consist-of (m / militant))))","# ::snt Religious extremism continues in Pakistan despite the banning of militant groups.
(s40c / continue-01
  :force (s40e / extremism
           :mod (s40r / religion))
  :place (s40c2 / country
           :name (s40n / name
                   :op1 ""Pakistan""))
  :concession (s40b / ban-01
                :undergoer (s40g / group
                             :group (s40m / militant))))",,*missing militant groups,"[{'LOC': 'Pakistan'}],"
consist10,amr-release-3.0-amrs-proxy.txt,:consist-of,:material,,They will focus on the import of cheap chemical drugs made in Thailand.,"# ::id PROXY_AFP_ENG_20020423_0133.7 ::date 2013-07-15T08:36:16 ::snt-type body ::annotator LDC-AMR-14 ::preferred
# ::snt They will focus on the import of cheap chemical drugs made in Thailand.
# ::save-date Sat Jul 25, 2015 ::file PROXY_AFP_ENG_20020423_0133_7.txt
(f / focus-01
      :ARG0 (t / they)
      :ARG1 (i / import-01
            :ARG1 (d / drug
                  :ARG1-of (c2 / cheap-02)
                  :consist-of (c3 / chemical)
                  :ARG1-of (m / make-01
                        :location (c / country :wiki ""Thailand"" :name (n / name :op1 ""Thailand""))))))","# ::snt They will focus on the import of cheap chemical drugs made in Thailand.
(s41f / focus-01
  :actor (s41t / they
           :refer-person 3rd
           :refer-number Plural)
  :theme (s41i2 / import-01
           :undergoer (s41d / drug
                        :mod (s41c / cheap-02)
                        :material (s41c2 / chemical))
           :source (s41c3 / country
                    :name (s41n / name
                            :op1 ""Thailand""))))",,,"[{'LOC': 'Thailand'}, {'PER': 'They'}],"
source1,amr-release-3.0-amrs-guidelines.txt,:source,:source,,The boy met a girl from Spain .,"# ::id isi_0002.48 ::date 2012-06-02T20:00:27 ::annotator ISI-AMR-01 ::preferred
# ::snt The boy met a girl from Spain .
# ::save-date Tue Feb 25, 2014 ::file isi_0002_48.txt
(m / meet-02
      :ARG0 (b / boy)
      :ARG1 (g / girl
            :source (c / country :wiki ""Spain"" :name (n / name :op1 ""Spain""))))","# ::snt The boy met a girl from Spain .
(s42m / meet-02
  :theme (s42g / girl
          :source (s42h / have-place-91
                    :place (s42c / country
                             :name (s42n / name
                                     :op1 ""Spain""))))
  :actor (s42b / boy))",,,"[{'LOC': 'Spain'}, {'B_human': 'boy'}, {'B_human': 'girl'}],"
source2,amr-release-3.0-amrs-guidelines.txt,:source,:start,,"He drove west, from Houston to Austin .","# ::id isi_0002.47 ::date 2012-06-02T19:54:06 ::annotator ISI-AMR-01 ::preferred
# ::snt He drove west, from Houston to Austin .
# ::save-date Sat Jun 2, 2012 ::file isi_0002_47.txt
(d / drive-01
      :ARG0 (h / he)
      :direction (w / west)
      :source (c / city :wiki ""Houston""
            :name (n / name :op1 ""Houston""))
      :destination (c2 / city :wiki ""Austin,_Texas""
            :name (n2 / name :op1 ""Austin"")))","# He drove west, from Houston to Austin .
(s4d / drive-01
  :actor (s4h / he
          :refer-person 3rd
          :refer-number Singular)
  :direction (s4w / west)
  :source (s4c / city :name (s4n / name :op1 ""Houston""))
  :goal (s4c2 / city :name (s4n2 / name :op1 ""Austin"")))",,,"[{'LOC': 'Houston'}, {'LOC': 'Austin'}, {'PER': 'He'}],"
source3,amr-release-3.0-amrs-guidelines.txt,:source,:start,, I backed away from the window.,"# ::id isi_0002.131 ::date 2012-12-05T12:06:13 ::annotator ISI-AMR-01 ::preferred
# ::snt I backed away from the window.
# ::save-date Tue Dec 11, 2012 ::file isi_0002_131.txt
(b / back-02
      :ARG0 (i / i)
      :source (w / window))","# ::snt I backed away from the window.
(s44b / back-02
  :actor (s44i / i
          :refer-person 1st
          :refer-number Singular)
  :start (s44w / window)
  :mod (s44a / away))",,,"[{'PER': 'I'}],"
source4,amr-release-3.0-amrs-guidelines.txt,:source,:source,,These have all be vacated too from what I'm hearing.,"# ::id ENG_DF_000203_20120415_C0001ONSN_0001.14 ::date 2017-11-14T03:07:45 ::annotator SDL-AMR-09 ::preferred
# ::snt These have all be vacated too from what I'm hearing.
# ::save-date Tue Nov 14, 2017 ::file ENG_DF_000203_20120415_C0001ONSN_0001_14.txt
(v / vacate-01
      :ARG1 (t / this
            :mod (a / all))
      :source (t2 / thing
            :ARG1-of (h / hear-01
                  :ARG0 (i / i)))
      :mod (t3 / too))","(s45v / vacate-01
  :undergoer (s45t / thing
               :mod (s45a / all))
  :source (s45h / hear-01
            :experiencer (s45i / i
                           :refer-person 1st
                           :refer-number Singular))
  :mod (s45t2 / too))",,,"[],"
source5,amr-release-3.0-amrs-guidelines.txt,:source,:source,,physicists from all over the world,"# ::id isi_0002.459 ::date 2014-04-24T20:16:20 ::annotator ISI-AMR-01 ::preferred
# ::snt physicists from all over the world
# ::save-date Thu Apr 24, 2014 ::file isi_0002_459.txt
(p / physicist
      :source (a / all-over
            :op1 (w / world)))","# ::snt physicists from all over the world
(s46e / exist-01
  :group (s46p / physicist
           :source (s46a / all-over
                     :op1 (s46w / world))))",,*weird parse. will fix this to inclde I_human as well as to not break up words,"[{'B_human': 'Ph'}],"
source6,amr-release-3.0-amrs-guidelines.txt,:source,:source,,She got a master's degree in linguistics from UCLA.,"# ::id isi_0002.908 ::date 2017-12-07T16:40:34 ::annotator ISI-AMR-01 ::preferred
# ::snt She got a master's degree in linguistics from UCLA.
# ::save-date Thu Dec 7, 2017 ::file isi_0002_908.txt
(g / get-01
      :ARG0 (s / she)
      :ARG1 (d / degree
            :mod (m / master)
            :topic (l / linguistics)
            :source (u / university :wiki ""University_of_California,_Los_Angeles"" :name (n / name :op1 ""UCLA""))))","# ::snt She got a master's degree in linguistics from UCLA.
(s47g / get-01
  :undergoer (s47d / degree
          :mod (s47m / master)
          :topic (s47l / linguistics)
          :source (s47a / academic-organization
                    :name (s47n / name
                            :op1 ""UCLA"")))
  :actor (s47s / she
           :refer-person 3rd
           :refer-number Singular))",,*master?,"[{'ORG': 'UCLA'}, {'B_human': 'master'}, {'PER': 'She'}],"
source7,amr-release-3.0-amrs-dfa.txt,:source,:source,,Hallmark could make a fortune off of this guy.,"# ::id DF-170-181103-888_2097.2 ::date 2013-09-16T07:19:54 ::annotator LDC-AMR-14 ::preferred
# ::snt Hallmark could make a fortune off of this guy.
# ::save-date Mon Sep 16, 2013 ::file DF-170-181103-888_2097_2.txt
(p / possible-01
      :ARG1 (m / make-05
            :ARG0 (c / company :wiki ""Hallmark_Cards""
                  :name (n / name :op1 ""Hallmark""))
            :ARG1 (f / fortune
                  :source (g / guy
                        :mod (t / this)))))","# ::snt Hallmark could make a fortune off of this guy.
(s48p / possible-01
  :undergoer (s48m / make-05
               :undergoer (s48f / fortune
                       :source (s48g / guy
                                 :mod (s48t / this)))
               :actor (s48c / company
                        :name (s48n / name
                                :op1 ""Hallmark""))))
",,,"[{'MISC': 'Hallmark'}, {'B_human': 'guy'}],"
source8,amr-release-3.0-amrs-dfa.txt,:source,:source,,It stimulates others to be big contributors so they may be in on the next wave of free cash from the boy king.,"# ::id DF-170-181103-888_3333.10 ::date 2013-09-18T15:56:27 ::annotator LDC-AMR-14 ::preferred
# ::snt It stimulates others to be big contributors so they may be in on the next wave of free cash from the boy king.
# ::save-date Sun Jul 26, 2015 ::file DF-170-181103-888_3333_10.txt
(s / stimulate-01
      :ARG0 (i / it)
      :ARG1 (o / other)
      :ARG3 (c / contribute-01
            :ARG0 o
            :degree (b / big))
      :purpose (p / possible-01
            :ARG1 (p2 / participate-01
                  :ARG0 o
                  :ARG1 (w / wave-04
                        :ARG1 (c2 / cash
                              :ARG1-of (f / free-03)
                              :source (k / king
                                    :mod (b2 / boy)))
                        :mod (n / next)))))","# ::snt It stimulates others to be big contributors so they may be in on the next wave of free cash from the boy king.

(s49s / stimulate-01
  :experiencer (s49p / person
          :mod (s49o / others))
  :stimulus (s49i2 / it)
  :goal (s49c / contribute-01
          :actor (s49o2 / others)
          :Degree-of (s49b / big))
  :purpose (s49p2 / possible-01
             :undergoer (s49p3 / participate-01
                     :actor (s49o3 / others)
                     :ARG1-of (s49w / wave-04
                                :theme (s49c2 / cash
                                         :mod (s49f / free-03)
                                         :source (s49k / king
                                                   :mod (s49b2 / boy)))
                                :mod (s49n / next)))))",,,"[{'B_human': 'contributors'}, {'B_human': 'boy king'}, {'PER': 'they'}],"
source9,amr-release-3.0-amrs-cctv.txt,:source,:start,,The Wonder Tour will start from Hong Kong .,"# ::id bc.cctv_0000.190 ::date 2012-12-30T11:50:23 ::annotator SDL-AMR-09 ::preferred
# ::snt The Wonder Tour will start from Hong Kong .
# ::save-date Fri Apr 11, 2014 ::file bc_cctv_0000_190.txt
(s / start-01
      :ARG1 (e2 / event :wiki -
            :name (n / name :op1 ""The"" :op2 ""Wonder"" :op3 ""Tour""))
      :source (c / city :wiki ""Hong_Kong""
            :name (n2 / name :op1 ""Hong"" :op2 ""Kong"")))","# ::snt The Wonder Tour will start from Hong Kong .
(s50s / start-01
  :ARG1 (s50e / event
          :name (s50n / name
                  :op1 ""Wonder""
                  :op2 ""Tour""))
  :start (s50c / city
           :name (s50n2 / name
                   :op1 ""Hong""
                   :op2 ""Kong"")))",,,"[{'MISC': 'Wonder Tour'}, {'LOC': 'Hong Kong'}],"
source10,amr-release-3.0-amrs-cctv.txt,:source,:start,,"After all , what are the joyful memories from inside paradise ?","# ::id bc.cctv_0000.198 ::date 2012-12-30T13:02:24 ::annotator SDL-AMR-09 ::preferred
# ::snt After all , what are the joyful memories from inside paradise ?
# ::save-date Thu Jan 4, 2018 ::file bc_cctv_0000_198.txt
(m / memory
      :mod (j / joyful)
      :domain (a / amr-unknown)
      :source (i / inside
            :op1 (p / paradise))
      :mod (a2 / after-all))","# ::snt After all , what are the joyful memories from inside paradise ?
(s51m / memory
  :mod (s51j / joyful)
  :mode interrogative
  :start (s51p / paradise
           :mod (s51i2 / inside))
  :mod (s51a / after-all))",,,"[],"
mod1,amr-release-3.0-amrs-cctv.txt,:mod,,,Then welcome to the official writing ceremony of Hong Kong Disneyland .,"# ::id bc.cctv_0000.6 ::date 2012-12-11T20:08:34 ::annotator SDL-AMR-09 ::preferred
# ::snt Then welcome to the official writing ceremony of Hong Kong Disneyland .
# ::save-date Tue Apr 8, 2014 ::file bc_cctv_0000_6.txt
(w / welcome-01
      :ARG2 (c / ceremony
            :mod (w2 / write-01)
            :mod (o / official)
            :beneficiary (a / amusement-park :wiki ""Hong_Kong_Disneyland""
                  :name (n / name :op1 ""Hong"" :op2 ""Kong"" :op3 ""Disneyland"")))
      :mod (t / then))",,,,"[{'LOC': 'Hong Kong Disneyland'}],"
mod2,amr-release-3.0-amrs-cctv.txt,:mod,,,This dynamic metropolis never ceases its movement .,"# ::id bc.cctv_0000.191 ::date 2012-11-28T12:11:25 ::annotator ISI-AMR-01 ::preferred
# ::snt This dynamic metropolis never ceases its movement .
# ::save-date Wed Nov 28, 2012 ::file bc_cctv_0000_191.txt
(c / cease-01 :polarity -
      :ARG0 (m / metropolis
            :mod (d / dynamic)
            :mod (t / this))
      :ARG1 (m2 / move-01
            :ARG1 m)
      :time (e2 / ever))",,,,"[],"
mod3,amr-release-3.0-amrs-guidelines.txt,:mod,,,"According to government sources, the killing happened yesterday.","# ::id isi_0001.23 ::date 2012-05-04T11:38:38 ::annotator ISI-AMR-01 ::preferred
# ::snt According to government sources, the killing happened yesterday.
# ::save-date Tue Mar 12, 2013 ::file isi_0001_23.txt
(s / say-01
      :ARG0 (s2 / source
            :mod (g / government-organization
                  :ARG0-of (g2 / govern-01)))
      :ARG1 (k / kill-01
            :time (y / yesterday)))",,,,"[],"
mod4,amr-release-3.0-amrs-guidelines.txt,:mod,,,I ate pasta with tomato sauce .,"# ::id isi_0002.45 ::date 2012-06-02T19:39:57 ::annotator ISI-AMR-01 ::preferred
# ::snt I ate pasta with tomato sauce .
# ::save-date Sat Jun 2, 2012 ::file isi_0002_45.txt
(e / eat-01
      :ARG0 (i / i)
      :ARG1 (p / pasta)
      :accompanier (s / sauce
            :mod (t / tomato)))",,,,"[{'PER': 'I'}],"
mod5,amr-release-3.0-amrs-guidelines.txt,:mod,,,A special gubernatorial election will take place next Tuesday .,"# ::id isi_0002.73 ::date 2012-06-11T15:03:04 ::annotator ISI-AMR-01 ::preferred
# ::snt A special gubernatorial election will take place next Tuesday .
# ::save-date Fri Jul 24, 2015 ::file isi_0002_73.txt
(e / elect-01
      :ARG2 (g / governor
            :ARG2-of (h / have-org-role-91))
      :time (d / date-entity
            :weekday (t / tuesday)
            :mod (n / next))
      :ARG1-of (s / special-02))",,,,"[],"
mod6,amr-release-3.0-amrs-guidelines.txt,:mod,,,microbial virus,"# ::id isi_0002.74 ::date 2012-06-11T18:00:08 ::annotator ISI-AMR-01 ::preferred
# ::snt microbial virus
# ::save-date Mon Jun 11, 2012 ::file isi_0002_74.txt
(v / virus
      :mod (m / microbe))",,,,"[],"
mod7,amr-release-3.0-amrs-cctv.txt,:mod,,,First let 's focus on the main contents of today 's program .,"# ::id bc.cctv_0000.203 ::date 2012-12-30T13:34:32 ::annotator SDL-AMR-09 ::preferred
# ::snt First let 's focus on the main contents of today 's program .
# ::save-date Fri Apr 11, 2014 ::file bc_cctv_0000_203.txt
(l / let-01 :li 1
      :ARG1 (f / focus-01
            :ARG0 (w / we)
            :ARG2 (t2 / thing
                  :mod (m / main)
                  :ARG1-of (c / contain-01
                        :ARG0 (p / program
                              :time (t / today))))))",,,,"[],"
mod8,amr-release-3.0-amrs-cctv.txt,:mod,,,"Well , originally the construction of the new --","# ::id bc.cctv_0000.175 ::date 2012-12-24T10:54:07 ::annotator SDL-AMR-09 ::preferred
# ::snt Well , originally the construction of the new --
# ::save-date Fri Feb 5, 2016 ::file bc_cctv_0000_175.txt
(c / construct-01
      :ARG1 (t / thing
            :ARG1-of (n / new-01))
      :manner (o / original)
      :mod (w / well))",,,,"[],"
mod9,amr-release-3.0-amrs-bolt.txt,:mod,,,Establishing Models in Industrial Innovation,"# ::id bolt12_07_4800.1 ::date 2012-12-19T12:53:14 ::annotator SDL-AMR-09 ::preferred
# ::snt Establishing Models in Industrial Innovation
# ::save-date Wed Oct 30, 2013 ::file bolt12_07_4800_1.txt
(e / establish-01
  :ARG1 (m / model
          :mod (i / innovate-01
                 :ARG1 (i2 / industry))))",,,,"[{'MISC': 'Industrial Innovation'}],"
mod10,amr-release-3.0-amrs-bolt.txt,:mod,,,"In addition, there was something else that was very suspicious","# ::id bolt12_10489_5932.9 ::date 2012-12-09T17:30:37 ::annotator SDL-AMR-09 ::preferred
# ::snt In addition, there was something else that was very suspicious.
# ::save-date Thu Nov 2, 2017 ::file bolt12_10489_5932_9.txt
(a / and
      :op2 (s / suspicious-03
            :ARG1 (s3 / something
                  :mod (e / else))
            :degree (v / very)))",,,,[]